Partner,HS code,Product Name,Year,TariffRate
Togo,73,ARTICLES OF IRON OR STEEL,2007,15.09
Togo,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2007,14.73
Togo,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,9.19
Togo,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,16.6
Togo,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2007,5
Togo,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2007,19.03
Tonga,39,PLASTICS AND ARTICLES THEREOF,2007,13.66
Tonga,73,ARTICLES OF IRON OR STEEL,2008,11.99
Tonga,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,0.93
Tonga,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2010,0.09
Tonga,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,0.66
Tonga,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,15.35
Tonga,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,17.71
Trinidad and Tobago,73,ARTICLES OF IRON OR STEEL,2009,2.49
Trinidad and Tobago,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,5.97
Trinidad and Tobago,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,9.92
Trinidad and Tobago,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2008,13.09
United Arab Emirates,73,ARTICLES OF IRON OR STEEL,2007,5
United Arab Emirates,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2007,3.66
United Arab Emirates,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2007,4.16
Tunisia,39,PLASTICS AND ARTICLES THEREOF,2008,4.64
Tunisia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2008,8.05
Tunisia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2008,17.26
Tunisia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2008,42.92
Turkey,39,PLASTICS AND ARTICLES THEREOF,2011,5.96
Turkey,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,1.59
Turkey,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,7.28
Turkey,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2010,0.67
Tuvalu,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2010,0
Uganda,73,ARTICLES OF IRON OR STEEL,2009,18.6
Uganda,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,4.46
Uganda,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2009,0.77
Ukraine,39,PLASTICS AND ARTICLES THEREOF,2012,1.74
Ukraine,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2011,1.69
Ukraine,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,0.36
North Macedonia,39,PLASTICS AND ARTICLES THEREOF,2011,4.17
North Macedonia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2009,1.61
North Macedonia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2007,7.5
North Macedonia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2010,0.06
"Egypt, Arab Rep.",39,PLASTICS AND ARTICLES THEREOF,2008,1.6
"Egypt, Arab Rep.",73,ARTICLES OF IRON OR STEEL,2009,12.72
"Egypt, Arab Rep.",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2010,6.38
"Egypt, Arab Rep.",85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2011,2.69
"Egypt, Arab Rep.",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,22.24
"Egypt, Arab Rep.",90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,4.08
United Kingdom,39,PLASTICS AND ARTICLES THEREOF,2007,5.76
United Kingdom,73,ARTICLES OF IRON OR STEEL,2010,2.52
United Kingdom,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2008,1.59
United Kingdom,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2011,3.65
United Kingdom,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2009,1.71
Tanzania,73,ARTICLES OF IRON OR STEEL,2009,17.63
Tanzania,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2009,4.48
Tanzania,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2009,1.12
Burkina Faso,39,PLASTICS AND ARTICLES THEREOF,2008,7.87
Burkina Faso,73,ARTICLES OF IRON OR STEEL,2008,11.56
Burkina Faso,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2008,6.48
Hungary,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,1.47
Hungary,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,2.02
Hungary,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,1.17
Iceland,39,PLASTICS AND ARTICLES THEREOF,2012,2.21
Iceland,73,ARTICLES OF IRON OR STEEL,2015,3.69
Iceland,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,2.09
Iceland,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,1.64
Iceland,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,8.68
India,39,PLASTICS AND ARTICLES THEREOF,2016,8.28
India,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,6.44
India,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,4.82
India,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,19.19
India,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,10
Indonesia,73,ARTICLES OF IRON OR STEEL,2014,8.66
Indonesia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,4.74
Indonesia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,11.02
Ireland,73,ARTICLES OF IRON OR STEEL,2013,2.08
Ireland,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,0.67
Ireland,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,3.03
Ireland,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,1.66
Israel,39,PLASTICS AND ARTICLES THEREOF,2015,2.57
Israel,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,2.24
Israel,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,1.47
Israel,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,1.73
Italy,39,PLASTICS AND ARTICLES THEREOF,2012,5.87
Italy,73,ARTICLES OF IRON OR STEEL,2015,2.68
Italy,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,1.89
Italy,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,4.07
Italy,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,1.91
Cote d'Ivoire,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,6.12
Cote d'Ivoire,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,18.66
Jamaica,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,2.81
Jamaica,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,5.11
Japan,39,PLASTICS AND ARTICLES THEREOF,2014,3.36
Japan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,0
Japan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,0.01
Japan,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,0.01
Japan,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,0.96
Kazakhstan,73,ARTICLES OF IRON OR STEEL,2014,10.16
Kazakhstan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,4.93
Kazakhstan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,5.21
Kazakhstan,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,12.78
Jordan,39,PLASTICS AND ARTICLES THEREOF,2016,1.26
Jordan,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,8.15
Jordan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,8.44
Jordan,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,2.47
Kenya,39,PLASTICS AND ARTICLES THEREOF,2013,4.18
Kenya,73,ARTICLES OF IRON OR STEEL,2016,20.57
Kenya,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,8.61
Kenya,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.16
Kenya,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,22.43
"Korea, Rep.",73,ARTICLES OF IRON OR STEEL,2013,5.75
"Korea, Rep.",84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,4.79
"Korea, Rep.",87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,7.84
"Korea, Rep.",94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,5.67
Kuwait,39,PLASTICS AND ARTICLES THEREOF,2015,5
Kuwait,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,4.63
Kuwait,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,3.76
Kuwait,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,4.28
Kyrgyz Republic,39,PLASTICS AND ARTICLES THEREOF,2015,6.76
Kyrgyz Republic,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,3.17
Lao PDR,39,PLASTICS AND ARTICLES THEREOF,2015,22.05
Lao PDR,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,5.15
Lao PDR,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,9.65
Lao PDR,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2018,0.91
Lao PDR,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,37.27
Lebanon,73,ARTICLES OF IRON OR STEEL,2014,5.74
Lebanon,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,2.83
Lebanon,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,18.63
Lesotho,73,ARTICLES OF IRON OR STEEL,2013,4.4
Lesotho,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,7.13
Lesotho,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,17.42
Lesotho,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,19.98
Latvia,73,ARTICLES OF IRON OR STEEL,2012,2.63
Latvia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,1.14
Latvia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,7.91
Latvia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,1.17
Liberia,39,PLASTICS AND ARTICLES THEREOF,2014,8.9
Liberia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,5.45
Liberia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,9.01
Liberia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,23.92
Lithuania,73,ARTICLES OF IRON OR STEEL,2013,2.37
Lithuania,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,0.9
Lithuania,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,9.05
Lithuania,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,1.33
Luxembourg,39,PLASTICS AND ARTICLES THEREOF,2015,5.97
Luxembourg,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,1.2
Luxembourg,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,0.63
Luxembourg,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0.83
Macao,39,PLASTICS AND ARTICLES THEREOF,2012,0
Macao,73,ARTICLES OF IRON OR STEEL,2015,0
Macao,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,0
Macao,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,0
Macao,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,0
Madagascar,73,ARTICLES OF IRON OR STEEL,2012,10.34
Madagascar,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,7.02
Madagascar,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,11.84
Madagascar,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,5.6
Malawi,39,PLASTICS AND ARTICLES THEREOF,2016,19.94
Malawi,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,1.01
Malawi,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,1.59
Malawi,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,15.71
Malaysia,73,ARTICLES OF IRON OR STEEL,2015,9
Malaysia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,0.64
Malaysia,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,0.08
Maldives,39,PLASTICS AND ARTICLES THEREOF,2014,29.64
Maldives,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,12.84
Maldives,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,16.25
Maldives,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,14.04
Maldives,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,8.03
Mali,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,9.46
Malta,39,PLASTICS AND ARTICLES THEREOF,2013,5.64
Malta,73,ARTICLES OF IRON OR STEEL,2016,0.45
Malta,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,2.11
Malta,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,1.86
Malta,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,0.65
Mauritania,73,ARTICLES OF IRON OR STEEL,2015,9.56
Mauritania,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2019,5.45
Mauritania,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2017,9.69
Mauritania,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,10.11
Mauritius,39,PLASTICS AND ARTICLES THEREOF,2015,4.4
Mauritius,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,0.23
Mauritius,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,0.46
Mauritius,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0
Mexico,39,PLASTICS AND ARTICLES THEREOF,2013,4.62
Mexico,73,ARTICLES OF IRON OR STEEL,2013,0.53
Mexico,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,1.61
Mexico,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,2.08
Mexico,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,8.82
Mexico,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,3
Mexico,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,4.13
Mongolia,39,PLASTICS AND ARTICLES THEREOF,2012,5
Mongolia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,4.91
Mongolia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,5
Mongolia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,5
Moldova,39,PLASTICS AND ARTICLES THEREOF,2019,3.77
Moldova,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2017,1.94
Moldova,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,1.84
Moldova,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2018,1.2
Montenegro,39,PLASTICS AND ARTICLES THEREOF,2013,4.37
Montenegro,73,ARTICLES OF IRON OR STEEL,2016,5.51
Montenegro,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,1.06
Montenegro,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,1.24
Montenegro,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,6.74
Morocco,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,7.45
Oman,39,PLASTICS AND ARTICLES THEREOF,2012,5
Oman,73,ARTICLES OF IRON OR STEEL,2015,5
Oman,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,3.86
Oman,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,2.64
Namibia,39,PLASTICS AND ARTICLES THEREOF,2012,8.17
Namibia,73,ARTICLES OF IRON OR STEEL,2015,8.18
Namibia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,3.22
Namibia,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,15.04
Namibia,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,3.46
Nauru,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,10
Nepal,39,PLASTICS AND ARTICLES THEREOF,2016,10.85
Nepal,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,5.83
Nepal,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,62.56
Nepal,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,14.31
Netherlands,73,ARTICLES OF IRON OR STEEL,2014,2.81
Netherlands,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,1.11
Netherlands,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,4.45
Netherlands,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,1.6
Aruba,39,PLASTICS AND ARTICLES THEREOF,2019,13.82
Aruba,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,13.19
Aruba,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2017,12.91
Aruba,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2019,21.57
Aruba,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,19.76
Vanuatu,73,ARTICLES OF IRON OR STEEL,2016,10
Vanuatu,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,0
New Zealand,73,ARTICLES OF IRON OR STEEL,2012,3.9
New Zealand,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,1.84
New Zealand,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,4.09
New Zealand,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,0.83
Nicaragua,39,PLASTICS AND ARTICLES THEREOF,2014,4.3
Nicaragua,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2012,1.73
Nicaragua,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2015,4.02
Nicaragua,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,0.44
Nicaragua,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,13.44
Niger,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,11.41
Nigeria,39,PLASTICS AND ARTICLES THEREOF,2016,5.74
Nigeria,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,6.37
Nigeria,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,24.36
Nigeria,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2016,19.3
Norway,73,ARTICLES OF IRON OR STEEL,2012,0
Norway,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,0
Norway,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,0
Norway,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,0
Palau,39,PLASTICS AND ARTICLES THEREOF,2017,3
Palau,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,3
Palau,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2018,3
Palau,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,3
Palau,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2023,3
Pakistan,73,ARTICLES OF IRON OR STEEL,2014,18.95
Pakistan,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,10.09
Pakistan,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2015,44.11
Pakistan,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,24.77
Panama,39,PLASTICS AND ARTICLES THEREOF,2016,3.65
Panama,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2014,3.56
Panama,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2012,1.05
Panama,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2015,7.67
Papua New Guinea,39,PLASTICS AND ARTICLES THEREOF,2013,1.86
Papua New Guinea,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2012,0
Papua New Guinea,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,0
Paraguay,73,ARTICLES OF IRON OR STEEL,2013,12.42
Paraguay,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,4.88
Paraguay,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2013,3.16
Peru,39,PLASTICS AND ARTICLES THEREOF,2013,1.16
Peru,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,0.48
Peru,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,1.25
Peru,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2013,3.13
Philippines,39,PLASTICS AND ARTICLES THEREOF,2017,10.16
Philippines,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,1.57
Philippines,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,21.78
Philippines,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,1.27
Poland,39,PLASTICS AND ARTICLES THEREOF,2013,5.95
Poland,73,ARTICLES OF IRON OR STEEL,2016,2.75
Poland,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2014,1.83
Poland,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2012,0.84
Poland,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2015,2.03
Portugal,73,ARTICLES OF IRON OR STEEL,2013,2.62
Portugal,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,2.5
Portugal,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,4.98
Portugal,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,1.47
East Timor,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,2.5
Qatar,73,ARTICLES OF IRON OR STEEL,2013,5
Qatar,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2016,4.46
Qatar,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2014,5
Qatar,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2012,5
Romania,39,PLASTICS AND ARTICLES THEREOF,2015,5.81
Romania,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2013,1.61
Romania,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2016,1.24
Romania,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2014,1.08
Russian Federation,39,PLASTICS AND ARTICLES THEREOF,2012,7.26
Russian Federation,73,ARTICLES OF IRON OR STEEL,2015,8.83
Russian Federation,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2013,4.12
Russian Federation,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2016,1.79
Russian Federation,94,"FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS,",2014,6.37
Rwanda,73,ARTICLES OF IRON OR STEEL,2012,14.26
Rwanda,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,1.15
Rwanda,87,VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STO,2013,11.2
Rwanda,90,"OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING,",2016,3.05
St. Lucia,39,PLASTICS AND ARTICLES THEREOF,2019,10.86
St. Lucia,84,"NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICA",2015,3.87
St. Lucia,85,ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THERE,2020,8.17
